variable,coef,std_err,t_stat,p_value
const,0.00372976560913586,0.0010230103309399438,3.645872867880957,0.0002664857057327077
oil_log_diff,-0.0006821797198469685,0.004999808853536776,-0.13644116001842885,0.8914725369121201
D_lib,0.0016740744645429065,0.0017190240988499764,0.9738516555194654,0.3301302007058563
oil_x_Dlib,0.009388481934616841,0.008166457509730126,1.1496394762883053,0.2502923918733875
